"Work","form","medieval toponym","real location","feature type","lat","long","occurrences",
"Advision","p","Poissy, abbaye de","Abbaye de Poissy, France","landmark",48.9294,2.0456,1,
"Advision","p","Athenes ","Athens, Greece","settlement",37.97945,23.71622,5,
"Advision","p","Babylone","Babylon, Iraq","ancient settlement",32.54083," 44.42417",1,
"Advision","p","Beauvais","Beauvais, France","settlement",49.43333,2.08333,1,
"Advision","p","Bologne la Grasse","Bologna, Italy","settlement",44.49381,11.33875,2,
"Advision","p","Cartaige","Carthage, Tunisia","ancient settlement",36.86667,10.33333,1,
"Advision","p","Engleterre","England","country",52.16045," -0.70318",3,
"Advision","p","Euphrate","Euphrates","river",30.57889,47.76572,1,
"Advision","p","Florence","Florence, Italy","settlement",43.77925,11.24626,1,
"Advision","p","Forlì","Forlì, Emiglia, Italy","settlement",44.22054,12.05245,,
"Advision","p","France","France","country",46," 2",,
"Advision","p","Gaule","Gaul","ancient region",45.75927,4.81989,,
"Advision","p","Alemaigne","Germany","country",51.5," 10.5",,
"Advision","p","Bretagne","Great Britain","country",54.75844,-2.69531," ",
"Advision","p","Grece","Greece","country",39,22,4,
"Advision","p","Hongrie","Hungary","country",47,20,,
"Advision","p","Alpes ytaliennes","Italian Alps","mountain",44.133611,10.214444,,
"Advision","p","Italie","Italy","country",42.83333," 12.83333",4,
"Advision","p","Jerusalem","Jerusalem","settlement",31.76904," 35.21633",,
"Advision","p","Judee","Judea","ancient region",31.58333,35,,
"Advision","p","Terre Latine","Latium ","ancient region",42.07762,12.77878,1,
"Advision","p","Lindos","Lindos, Greece","ancient settlement",36.083333,28.083333,1,
"Advision","p","Lombardie","Lombardy, Italy","region",45.66667,9.5,,
"Advision","p","Louvre","Louvre","landmark",48.86102,2.33587,,
"Advision","p","Medie","Medes, Ectabana","ancient region",34.806389,48.516111,,
"Advision","p","Sennaar","Mesopotamia","ancient region",35.1425,40.430833,,
"Advision","p","Metaponte","Metaponto, Basicilate, Italy","ancient settlement",40.374444,16.81,,
"Advision","p","Milan","Milan, Italy","settlement",45.46427,9.18951,,
"Advision","p","Milet ","Miletus","ancient settlement",37.530278,27.278333,,
"Advision","p","Ninive","Ninive, Assyria","ancient settlement",36.36762,43.15838,,
"Advision","p","Babylone","Old Cairo, Egypt","settlement",30.00737,31.23927,4,
"Advision","p","Babylone","Old Cairo, Egypt","settlement",30.00737,31.23927,,
"Advision","p","Orient","Orient","region ",,,,
"Advision","p","Orliens","Orleans, France","settlement",47.90289," 1.90389",,
"Advision","p","Paris","Paris, France","settlement",48.85341," 2.3488",6,
"Advision","p","Palais de justice","Paris, France","landmark",48.85573,2.34508,,
"Advision","p","Persia","Persia","ancient region ",29,53,,
"Advision","p","Frige","Phrygia","ancient region",38.42024,30.39093,,
"Advision","p","Picardie","Picardy, France","region",50,3.5,,
"Advision","p","Priene","Priene, Ionia","ancient settlement",37.659722,27.297778,,
"Advision","p","Rome","Rome, Italy","settlement",41.89193," 12.51133",,
"Advision","p","Salisbury","Salisbury, England","settlement",51.06931,-1.79569,,
"Advision","p","Sichem","Sichem","ancient region ",32.2225,35.2875,,
"Advision","p","Apollonia","Sozopol, Bulgaria","ancient settlement",42.416667,27.7,1,
"Advision","p","Espagne","Spain","country",40," -4",,
"Advision","p","Styx","Styx","river",,,,
"Advision","p","Thebes","Thebes, Greece","ancient settlement",38.325,23.31889,,
"Advision","p","Troie","Troy","ancient settlement",39.95732,26.23909,,
"Advision","p","Troie","Troy","ancient settlement",39.95732,26.23909,,
"Advision","p","Venise","Venice, Italy","settlement",45.43713,12.33265,,
"CentB","v","Gascongne","Gascony, France","region",43.5,0,,
"CentB","v","Romme","Rome, Italy","settlement",41.89193," 12.51133",,
"CharlesV","p","Poissi","Abbaye de Poissy, France","landmark",48.9294,2.0456,,
"CharlesV","p","Saint Denis","Abbaye de Saint Denis, France","landmark",48.935556,2.359722,,
"CharlesV","p","Saint Eloi","Abbaye de Saint Eloi de Noyon, France","landmark",50.34944,2.69361,,
"CharlesV","p","Saint-Martin (abbaie)","Abbaye de Saint Martin, Aisne ","landmark",49.990781,3.260719,,
"CharlesV","p","Abeville","Abbeville, France","settlement",50.1," 1.83333",,
"CharlesV","p","Aguillon","Aiguillon, France","settlement",44.29944,0.34083,,
"CharlesV","p","Albano","Albano, Italy","region",41.72513,12.63402,,
"CharlesV","p","Alancon","Alencon, France","settlement",48.43333,0.08333,,
"CharlesV","p","Alexandrie","Alexandria, Egypt","settlement",31.21564," 29.95527",,
"CharlesV","p","Alier","Allier","river",46.959444,3.078889,1,
"CharlesV","p","Alpes","Alps","mountain",46.41667,10,,
"CharlesV","p","Stancelle","Altavilla Irpina, Italy","settlement",41.00619,14.78093,,
"CharlesV","p","Amiens","Amiens, France","settlement",49.9,2.3,,
"CharlesV","p","Anagni","Anagni, Italy","settlement",41.74472,13.15269,,
"CharlesV","p","Université Angiers","Angers University, France","landmark",47.48,-0.601389,,
"CharlesV","p","Angiers","Angers, France","settlement",47.46667,-0.55,,
"CharlesV","p","Angolesme","Angouleme, France","settlement",45.65,0.15,,
"CharlesV","p","Angou","Anjou, France","region",47.466667,-0.55,,
"CharlesV","p","Puille","Apulia, Italy","region",41.00164," 16.73378",,
"CharlesV","p","Aragon","Aragon, Spain","region",41,-1,,
"CharlesV","p","Ardre","Ardres, France","settlement",50.85786,1.98168,,
"CharlesV","p","Arle","Arles, France","settlement",42.45654,2.63457,,
"CharlesV","p","Armaignac","Armagnac, France","region",43.75,0.16667,,
"CharlesV","p","Artevelle","Artevelde",,,,,
"CharlesV","p","Attique","Attica","region ",37.92037," 23.9035",,
"CharlesV","p","Aux","Auch, France","settlement",43.65,0.58333,,
"CharlesV","p","Endrehen","Audrehem, France","settlement",50.78111,1.99028,,
"CharlesV","p","Bondiroit","Audruicq, France","settlement",50.87795,2.07975,,
"CharlesV","p","Auneau","Auneau, France","settlement",48.46361,1.77263,,
"CharlesV","p","Aulroy","Auray, France","settlement",47.67025,-2.99183,,
"CharlesV","p","Aureille","Aureille, France","settlement",43.70821,4.94728,,
"CharlesV","p","Hausteriche","Austria","country",47.33333,13.33333,,
"CharlesV","p","Autun","Autun, France","settlement",46.95,4.3,,
"CharlesV","p","Auvergne","Auvergne, France","region",45.33333," 3",,
"CharlesV","p","Auvillier","Auvilliers, France","settlement",49.75982,1.57771,,
"CharlesV","p","Auceurre","Auxerre, France","settlement",47.8,3.56667,,
"CharlesV","p","Auverse","Aversa, Italy","settlement",40.97259,14.20745,,
"CharlesV","p","Avignon","Avignon, France","settlement",43.94834,4.80892,,
"CharlesV","p","Azincourt","Azincourt, France","landmark",50.45593,2.13534,,
"CharlesV","p","Palus de Moede","Azov","sea",46,36,,
"CharlesV","p","Babiloine","Babylon, Iraq","ancient settlement",32.54083," 44.42417"," ",
"CharlesV","p","Bauliguen","Balinghem, France","settlement",50.86111,1.94194,,
"CharlesV","p","Barbarie","Barbary","region",32,4,,
"CharlesV","p","Bar","Bari, Italy ","settlement",41.11148,16.8554,,
"CharlesV","p","Bar","Bar-le-Duc, France","settlement",48.78333," 5.16667",,
"CharlesV","p","Bastille Saint-Antoine","Bastille Saint-Antoine","landmark",48.853333,2.369167,,
"CharlesV","p","Pontvallain","Battle of Pontvallain, France","landmark",47.751156,0.192151,,
"CharlesV","p","Baviere","Bavaria, Germany","region",48," 11",,
"CharlesV","p","Baieux","Bayeux, France","settlement",49.27732,-0.7039,,
"CharlesV","p","Baione","Bayonne, France","settlement",43.48333,-1.48333,,
"CharlesV","p","Beaumont-sur-Oise","Beaumont-sur-Oise, France","settlement",49.14232,2.28705,,
"CharlesV","p","Beaulté","Beauté-sur-Marne, France","landmark",48.832778,2.475278,,
"CharlesV","p","Beauvais","Beauvais, France","settlement",49.43333,2.08333," ",
"CharlesV","p","Bergerat","Bergerac, France","settlement",44.85,0.48333,,
"CharlesV","p","Barguetes ","Berguette, France","settlement",50.60722,2.47431,,
"CharlesV","p","Berri","Berry, France","region",47,2,,
"CharlesV","p","Besancon","Besancon, France","settlement",47.24878,6.01815,,
"CharlesV","p","Beziers","Béziers, France","settlement",43.34122,3.21402,,
"CharlesV","p","Bicetre (chastel)","Bicetre","landmark",48.81471,2.36073,,
"CharlesV","p","Bierre","Bierre, Seine-et-Marne, France","region",48.49397,2.59833,,
"CharlesV","p","Blainvile","Blainville-Crevon, France","settlement",49.5042,1.3019,,
"CharlesV","p","Blandi","Blandy, France","settlement",48.31357,2.257,,
"CharlesV","p","Blanzac","Blanzac, Dordogne, France","settlement",45.18787,0.86832,,
"CharlesV","p","Blois","Blois, France","settlement",47.58333," 1.33333",,
"CharlesV","p","Bahagne","Bohemia","region",50,15,,
"CharlesV","p","Bouloigne","Bologna, Italy","settlement",44.49381,11.33875,,
"CharlesV","p","Bordeaulx","Bordeaux, France","settlement",44.84044,-0.5805,,
"CharlesV","p","Billon","Bouillon, Belgium","settlement",49.79324," 5.06704",,
"CharlesV","p","Boulougne","Boulogne-sur-mer, France","settlement",50.71667,1.61667,,
"CharlesV","p","Bourbon","Bourbon-l’Archambault, France","settlement",46.58666,3.05876," ",
"CharlesV","p","Bonclande","Bourg-Charente, France","settlement",45.66667,-0.23333,,
"CharlesV","p","Breban","Brabant","region",50.85,4.35,,
"CharlesV","p","Breine","Braine","settlement",49.34167,3.53194,,
"CharlesV","p","Brandebourg","Brandenburg, Germany","region",52.33333,13.2,,
"CharlesV","p","Brusebec","Braniewo, Poland","settlement",54.37971,19.81959,,
"CharlesV","p","Bersieres","Bressuire, Deux-Sevres, France","settlement",46.85,-0.48333,,
"CharlesV","p","Brest","Brest, France","settlement",48.4,-4.48333,,
"CharlesV","p","Bretigny","Brétigny, Eure-et-Loir, France","settlement",48.42062,1.57044,,
"CharlesV","p","Brie","Brie, France","region",48.66661,2.99976,,
"CharlesV","p","Bretaigne","Brittany, France","region",48,-3,,
"CharlesV","p","Broye (tour)","Broue, Charente-Inferieure, France","landmark",45.7874,-0.9759,,
"CharlesV","p","Brieg","Brzeg, Silesia, Poland","settlement",51.27299,16.70815,,
"CharlesV","p","Bedos","Budos","settlement",44.53369,-0.3869,,
"CharlesV","p","Bueil","Bueil-en-Touraine, France","settlement",47.6456,0.5508,,
"CharlesV","p","Borgoigne","Burgundy, France","region",47,4.5,,
"CharlesV","p","Caire","Cairo, Egypt","settlement",30.06263,31.24967,,
"CharlesV","p","Calabre","Calabria, Italy","region",39,16.5,,
"CharlesV","p","Calais","Calais, France ","settlement",50.95194,1.85635,,
"CharlesV","p","Cambray","Cambrai, France","settlement",50.16667,3.23333,,
"CharlesV","p","Capadoce","Cappadocia","region",38.73199,35.47863,,
"CharlesV","p","Capoue","Capua, Italy","settlement",41.10519,14.21269,,
"CharlesV","p","Cartage","Carthage, Tunisia","ancient settlement",36.86667,10.33333,,
"CharlesV","p","Andorte (chastel)","Castets-en-Dorthe, France","landmark",44.56194,-0.15306,,
"CharlesV","p","Castelle","Castile, Spain","region",41.66667,-4.25,,
"CharlesV","p","Chastillon","Castillon-sur-Dordogne, France","settlement",44.854,-0.043,,
"CharlesV","p","Chalons","Chalon-sur-Saone, France","settlement",46.78333,4.85,,
"CharlesV","p","Chambre des comptes","Chambre des comptes","landmark",48.855807,2.344573,,
"CharlesV","p","Champaigne","Champagne, France","region",49,4.5,,
"CharlesV","p","Ysles","Channel Islands, UK","island",49.3466,-2.36206,,
"CharlesV","p","Chantemerle","Chantemerle, France","settlemetn",48.6131,3.66,,
"CharlesV","p","Chantier du roy","Chantier du roy",,,,,
"CharlesV","p","Chapon","Chaponval",,,,,
"CharlesV","p","Chastelet","Chastelet","landmark",48.857639,2.347361,,
"CharlesV","p","Château de Pipet","Château de Pipet, Vienne, France","landmark",45.524495,4.881642,,
"CharlesV","p","Saint Germain en Laye","Chateau de Saint German en Laye","landmark",48.898056,2.096389,,
"CharlesV","p","Château de Vincennes","Château de Vincennes","landmark",48.842778,2.435833,,
"CharlesV","p","Creel","Château, Creil, France","landmark",49.25672,2.48477,,
"CharlesV","p","Chasteaugiron","Châteaugiron, France","settlement",48.04806,-1.50306,,
"CharlesV","p","Cheace","Chieti, Abruzzo, Italy","settlement",42.35,14.166667,,
"CharlesV","p","Cleremont","Clermont, France","settlement",45.77966,3.08628,,
"CharlesV","p","Clichon","Clisson, France","settlement",47.08778,-1.2825,,
"CharlesV","p","Cotherel","Cocherel, France","settlement",49.02,3.10306,,
"CharlesV","p","Cognat","Cognac, France","settlement",45.7,-0.33333,,
"CharlesV","p","College des Dormans","College des Dormans","landmark",48.849286,2.346782,,
"CharlesV","p","Compiegne","Compiègne, France","settlement",49.41794,2.82606,,
"CharlesV","p","Condat","Condat-sur-Vézère, Francesettlement",,45.118333,1.231111,,
"CharlesV","p","Conflans","Conflans-lez-Paris, France","settlement",49.00158,2.09694,,
"CharlesV","p","Corbueil","Corbeil, Seine-et-Oise, France","settlement",48.60603,2.48757,,
"CharlesV","p","Corphien","Corfou, Greece","settlement",39.62069,19.91975,,
"CharlesV","p","Couci","Coucy-le-Château-Auffrique, France","landmark",49.520278,3.3225,,
"CharlesV","p","Cour","Cour de Rome",,,,,
"CharlesV","p","Cressy","Crécy, France","settlement",50.257,1.904,,
"CharlesV","p","Chippre","Cyprus","island",35,33,,
"CharlesV","p","Dammartin","Dammartin-en-Goële, France","settlement",49.053845,2.681694,,
"CharlesV","p","Delphes","Delphi, Greece","ancient settlement",38.48179," 22.49862",,
"CharlesV","p","Darval","Derval, France","settlement",47.6675,-1.67139,,
"CharlesV","p","Digon","Dijon, France","settlement",47.31667," 5.01667",,
"CharlesV","p","Dordoigne","Dordogne, France","region",45,0.666667,,
"CharlesV","p","Dourdan","Dourdan, France","settlement",48.52772,2.01113,,
"CharlesV","p","Duras","Duras, France","settlement",44.67583,0.18278,,
"CharlesV","p","Saint Denis","Eglise de Saint Denis","landmark",48.935556,2.359722,,
"CharlesV","p","Eglise des Augustins","Eglise des Augustins","landmark",48.856711,2.333522,,
"CharlesV","p","Eglise des Celestins","Eglise des Celestins","landmark",48.850833,2.364722,,
"CharlesV","p","Eglise des freres mineurs","Eglise des freres mineurs","landmark",48.850668,2.341286,,
"CharlesV","p","Eglise Saint Antoine","Eglise Saint Antoine","landmark",48.848903,2.382617,,
"CharlesV","p","Eglise Saint Merry","Eglise Saint Merri","landmark",48.858889,2.351111,,
"CharlesV","p","Eglise Saint Paul","Eglise Saint Pol","landmark",48.854025,2.362328,,
"CharlesV","p","Egipte","Egypt","country",27,30,,
"CharlesV","p","Eltham","Eltham, England","settlement",51.45061,0.05225,,
"CharlesV","p","Enceintes de Paris","Enceintes de Paris",,,,,
"CharlesV","p","Engleterre","England","country",52.16045," -0.70318",,
"CharlesV","p","Estampes","Etampes, France","settlement",48.43333,2.15,,
"CharlesV","p","Eu","Eu, France","settlement",50.04722,1.41972,,
"CharlesV","p","Euvreux","Evreux, France","settlement",49.02414,1.15082,,
"CharlesV","p","Aymet","Eymet, France","settlement",44.66812,0.39961,,
"CharlesV","p","Famagoste","Famagusta, Cyprus","settlement",35.12054,33.93894,,
"CharlesV","p","Fienes","Fiennes, France","settlement",50.82667,1.825,,
"CharlesV","p","Flandre","Flanders","region",51.216667,3.233333," ",
"CharlesV","p","Fleuri","L’abbaye de Saint-Benoît-sur-Loire, France","landmark",47.809444,2.305556,,
"CharlesV","p","Biere (forest)","Fontainebleau, France","forest",48.40872,2.6593,,
"CharlesV","p","Bierre (forest)","Forêt de Fontainebleau","region",48.40872,2.6593,,
"CharlesV","p","Forez (plaine)","Forez, France","region",45.741667,4.226667,,
"CharlesV","p","France","France","country",46," 2",,
"CharlesV","p","Franche-Comté","Franche-Comté, France","region",47.2,6.1,,
"CharlesV","p","Gascoigne","Gascony, France","region",43.5,0,,
"CharlesV","p","Gaule","Gaul","ancient region",45.75927,4.81989,,
"CharlesV","p","Jenes","Genova, Italy","settlement",44.4264,8.91519,,
"CharlesV","p","Alemaigne","Germany","country",51.5," 10.5",,
"CharlesV","p","Gant","Ghent, Belgium ","settlement",51.05,3.71667,,
"CharlesV","p","Gisors","Gisors, Andelys, Eure, France","settlement",49.28178,1.7801,,
"CharlesV","p","Strigon","Gran, Hungary","settlement",47.7928,18.74148,,
"CharlesV","p","Bretagne","Great Britain","country",54.75844,-2.69531,,
"CharlesV","p","Guines","Guines, France","settlement",50.86708,1.87025,,
"CharlesV","p","Guiene","Guyenne, France","region",44.58333,1,,
"CharlesV","p","Hainault","Hainaut","region",50.45,3.95,,
"CharlesV","p","Halle","Hal-en-Hainaut, Belgium ",,50.73385,4.23454,,
"CharlesV","p","Han","Ham, Somme, France","settlement",49.74639,3.07278,,
"CharlesV","p","Hengest","Hangest, France","settlement",49.3361,1.2758,,
"CharlesV","p","Harecourt","Harcourt, France","settlement",49.16717,0.78501,,
"CharlesV","p","Heugueville","Heuqueville, France","settlement",49.28806,1.33917,,
"CharlesV","p","Hotel de Sens","Hotel de Sens","landmark",48.853333,2.359167,,
"CharlesV","p","Hotel Saint Pol","Hotel Saint Pol","landmark",48.854134,2.362303,,
"CharlesV","p","Hotel-Dieu","Hotel-Dieu","landmark",48.854665,2.348808,,
"CharlesV","p","Hotel du roi","Hôtel-Dieu, Paris","landmark",48.854665,2.348808,,
"CharlesV","p","Honguerie","Hungary","country",47,20,,
"CharlesV","p","Irllande","Ireland","island",53," -8",,
"CharlesV","p","Israel","Israel","ancient region",32.14306,35.26062,,
"CharlesV","p","Coustantinoble","Istanbul, Turkey","settlement",41.01384," 28.94966"," ",
"CharlesV","p","Ytalie","Italy","country",42.83333," 12.83333",,
"CharlesV","p","Jherusalem","Jerusalem","settlement",31.76904," 35.21633",,
"CharlesV","p","Ordre des chartreux","La Chartreuse, Paris","landmark",48.843537,2.335031,,
"CharlesV","p","Riolle","La Réole, France","settlement",44.58201,-0.03691,,
"CharlesV","p","Roche Sinadoire","La Roche Senadoire, France","landmark",45.528333,2.814167,,
"CharlesV","p","Roichelle","La Rochelle, France","settlement",46.16667,-1.15,,
"CharlesV","p","Rochebruant","La Roche-sur-Aigueperse, France","landmark",46.026459,3.173976,,
"CharlesV","p","Beu","La Teste-de-Buch, France","settlement",44.62875,-1.14059,,
"CharlesV","p","Lagni-sus-Marne","Lagny, France","settlement",48.86667,2.71667,,
"CharlesV","p","Lencastre","Lancaster, England","settlement",54.04649,-2.79988,,
"CharlesV","p","Lenguedoc","Languedoc","region",43.53333,3.23333,,
"CharlesV","p","Laon","Laon, France","settlement",49.56667," 3.61667",,
"CharlesV","p","Contentin","le Contentin, France","region",49.5,-1.5,,
"CharlesV","p","Crotoy","Le Crotoy, France","settlement",50.216,1.625,,
"CharlesV","p","Maine","Le Maine, France","region",48.25,0,,
"CharlesV","p","Les Halles ","Les Halles, Paris","landmark",48.86201,2.34694,,
"CharlesV","p","Les Halles ","Les Halles, Paris","landmark",48.86201,2.34694,,
"CharlesV","p","Liege","Liège, Belgium","settlement",50.63373,5.56749,,
"CharlesV","p","Lille","Lille, France","settlement",50.63297,3.05858,,
"CharlesV","p","Limagne","Limagne, France","region",45.5283,3.34,,
"CharlesV","p","Lambourc","Limburg","region",51.25,6,,
"CharlesV","p","Lymoges","Limoges, France","settlement",45.83153,1.25781,,
"CharlesV","p","Laire","Loire","river",47.269167,-2.185833,,
"CharlesV","p","Londres","London, England","settlement",51.50853,-0.12574,,
"CharlesV","p","Louvre","Louvre","landmark",48.86102,2.33587,,
"CharlesV","p","Palais","Louvre","landmark",48.86102,2.33587,,
"CharlesV","p","Grand Chambre","Louvre","landmark",48.86102,2.33587,,
"CharlesV","p","Lisigen","Lusignan, France","settlement",46.43472,0.12278,,
"CharlesV","p","maison des Celestins","maison des Celestins","landmark",48.850833,2.364722,,
